postal_code,street,house_numbers,city,area,neighborhood,municipality,province
8935KT,Lenteklokje,67 t/m 85,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935KV,Lenteklokje,87 t/m 113,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935KW,Lenteklokje,115 t/m 161,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935KX,Lenteklokje,2 t/m 34,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935KZ,Lenteklokje,36 t/m 76,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LA,Daslook,1 t/m 31,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LB,Daslook,33 t/m 59,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LD,Daslook,36 t/m 64,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LE,Stinzenflora,99 t/m 129,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LG,Stinzenflora,131 t/m 161,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LH,Holwortel,1 t/m 79,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LJ,Holwortel,28 t/m 157,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LK,Keizerskroon,1 t/m 45,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LL,Keizerskroon,47 t/m 87,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LM,Keizerskroon,89 t/m 127,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LN,Keizerskroon,129 t/m 163,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LP,Keizerskroon,165 t/m 205,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LR,Keizerskroon,207 t/m 231,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LS,Keizerskroon,233 t/m 271,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LT,Keizerskroon,273 t/m 311,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LV,Keizerskroon,2 t/m 44,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LW,Keizerskroon,46 t/m 86,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LX,Keizerskroon,88 t/m 104,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935LZ,Keizerskroon,106 t/m 136,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NA,Maagdepalm,1 t/m 27,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NB,Maagdepalm,29 t/m 61,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NC,Maagdepalm,2 t/m 32,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935ND,Maagdepalm,34 t/m 54,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NE,Maagdepalm,56 t/m 82,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NG,Maagdepalm,84 t/m 114,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NH,Maagdepalm,116 t/m 144,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NL,Stinzenflora,1 t/m 2,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NM,Stinzenflora,44 t/m 100,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NN,Stinzenflora,102 t/m 114,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NP,Bereklauw,2 t/m 30,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NR,Bereklauw,32 t/m 56,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NT,Wilgenroosje,1 t/m 49,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NV,Watermunt,2 t/m 36,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NW,Watermunt,1 t/m 23,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NX,Zwanebloem,2 t/m 20,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935NZ,Zwanebloem,1 t/m 9,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PA,Kalmoes,1 t/m 29,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PB,Kalmoes,31 t/m 55,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PC,Kalmoes,2 t/m 36,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PD,Waterbies,1 t/m 23,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PE,Waterbies,25 t/m 55,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PG,Waterbies,57 t/m 77,Leeuwarden,Wijk 45 Aldlân,Hemrik,Leeuwarden,Friesland
8935PH,Waterbies,2 t/m 38,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PJ,Hoornbloem,1 t/m 31,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PK,Bostulp,1 t/m 33,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PL,Longkruid,2 t/m 38,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PM,Longkruid,3 t/m 21,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PN,Heggewinde,1 t/m 39,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PP,Heggewinde,41 t/m 79,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PR,Heggewinde,81 t/m 117,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PS,Heggewinde,2 t/m 12,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PX,Veldbies,1 t/m 27,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935PZ,Veldbies,2 t/m 26,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RA,Poelruit,1 t/m 49,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RB,Poelruit,51 t/m 99,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RC,Poelruit,101 t/m 119,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RD,Poelruit,2 t/m 12,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RH,Aronskelk,1 t/m 15,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RJ,Aronskelk,2 t/m 14,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RK,Zevenblad,1 t/m 15,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RM,Sleutelbloem,1 t/m 39,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RN,Sleutelbloem,41 t/m 49,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RP,Sleutelbloem,2 t/m 38,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RR,Sleutelbloem,40 t/m 70,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935RS,Mannagras,1 t/m 49,Leeuwarden,Wijk 45 Aldlân,Aldlân-West,Leeuwarden,Friesland
8935RT,Mannagras,51 t/m 99,Leeuwarden,Wijk 45 Aldlân,Aldlân-West,Leeuwarden,Friesland
8935RV,Mannagras,2 t/m 48,Leeuwarden,Wijk 45 Aldlân,Aldlân-West,Leeuwarden,Friesland
8935RW,Mannagras,50 t/m 68,Leeuwarden,Wijk 45 Aldlân,Aldlân-West,Leeuwarden,Friesland
8935SB,Salomonszegel,1 t/m 17,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935SC,Salomonszegel,99 t/m 99,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935SE,Salomonszegel,103 t/m 103,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935SH,Salomonszegel,68 t/m 98,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935SJ,Salomonszegel,100 t/m 118,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8935ZZ,Froskepôlle,9 t/m 12,Leeuwarden,Wijk 45 Aldlân,Aldlân-Oost,Leeuwarden,Friesland
8936AA,Zwemmerstraat,2 t/m 10,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AA,Drachtsterweg,3 t/m 7,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AB,Zwemmerstraat,1 t/m 3,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AB,Tijnjedijk,23 t/m 47,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AC,Tijnjedijk,49 t/m 91,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AD,Tijnjedijk,62 t/m 114,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AE,Tijnjedijk,116 t/m 148,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AG,Murkstraat,23 t/m 53,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AH,Murkstraat,55 t/m 93,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AJ,Louwsmeerstraat,1 t/m 19,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AJ,Kurkemeerstraat,4 t/m 4,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AK,Saiterstraat,1 t/m 20,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AL,Houtwielenstraat,1 t/m 18,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AM,Sierdswielstraat,1 t/m 18,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AN,Kleine Wielenstraat,1 t/m 18,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AP,Grote Wielenstraat,1 t/m 19,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AR,Holstmeerweg,4 t/m 18,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AS,Holstmeerweg,1 t/m 7,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AT,Boornstraat,1 t/m 20,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AV,Oude Lune,1 t/m 41,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AW,Langdeelstraat,1 t/m 8,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AX,Ouddeelstraat,2 t/m 8,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8936AZ,Ouddeelstraat,1 t/m 23,Leeuwarden,Wijk 42 Wielenpôlle,Wielenpôlle,Leeuwarden,Friesland
8937AA,de Merodestraat,1 t/m 41,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AB,Woudmansstraat,1 t/m 2,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AC,Pieter Stuyvesantweg,1 t/m 35,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AD,Pieter Stuyvesantweg,37 t/m 83,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AE,Pieter Stuyvesantweg,85 t/m 115,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AG,Pieter Stuyvesantweg,117 t/m 147,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AH,Pieter Stuyvesantweg,149 t/m 163,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AJ,Pieter Stuyvesantweg,165 t/m 175,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AM,Jachthavenlaan,1 t/m 9,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AN,Greunsweg,3 t/m 86,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AP,Tjalkstraat,2 t/m 16,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AR,Tjotterstraat,1 t/m 7,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AS,Tjotterstraat,16 t/m 504,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AV,Vletstraat,2 t/m 18,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AW,Giekstraat,3 t/m 13,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AX,Giekstraat,15 t/m 23,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937AZ,Giekstraat,2 t/m 18,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BA,Schouwstraat,3 t/m 13,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BB,Schouwstraat,21 t/m 23,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BC,Schouwstraat,2 t/m 28,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BD,Aakstraat,1 t/m 11,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BE,Aakstraat,13 t/m 19,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BG,Jolstraat,1 t/m 27,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BH,Boeierstraat,1 t/m 27,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BJ,Boeierstraat,45 t/m 47,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BK,Boeierstraat,49 t/m 91,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BL,Boeierstraat,2 t/m 12,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BM,Boeierstraat,14 t/m 24,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BN,Boeierstraat,26 t/m 36,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8937BP,Boeierstraat,38 t/m 48,Leeuwarden,Wijk 41 Schepenbuurt,Schepenbuurt,Leeuwarden,Friesland
8938AA,Neptunusweg,1 t/m 48,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AB,Plutoweg,2 t/m 12,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AB,Junokade,1 t/m 3,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AC,Plutoweg,1 t/m 13,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AC,Junokade,2 t/m 2,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AD,Jupiterweg,1 t/m 23,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AE,Jupiterweg,2 t/m 36,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AG,Orionweg,1 t/m 57,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AH,Orionweg,2 t/m 34,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AJ,Uranusweg,1 t/m 26,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AK,Avondsterweg,1 t/m 16,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AL,Planetenlaan,2 t/m 4,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AM,Marsweg,2 t/m 28,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AN,Poolsterweg,1 t/m 17,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AP,Zuiderkruisweg,1 t/m 33,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AR,Mercuriusweg,1 t/m 6,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AS,Pallasweg,1 t/m 28,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AT,Apolloweg,1 t/m 199,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AV,Vestaweg,1 t/m 50,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AW,Saturnusweg,4 t/m 6,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AX,Icarusweg,1 t/m 42,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938AZ,Polluxweg,1 t/m 22,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BA,Hidalgoweg,1 t/m 8,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BB,Siriusweg,1 t/m 9,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BC,Venusweg,1 t/m 19,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BD,Aldebaranweg,1 t/m 30,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BE,Castorweg,1 t/m 70,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BG,Ceresweg,1 t/m 75,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BH,Adonisweg,1 t/m 49,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938BJ,Adonisweg,2 t/m 28,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8938CB,Geminiweg,19 t/m 19,Leeuwarden,Wijk 38 Bedrijventerreinen-Oost,Hemrik,Leeuwarden,Friesland
8939AA,Wiardaplantage,1 t/m 46,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AB,Wiardaplantage,48 t/m 102,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AC,De Rijd,1 t/m 47,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AD,De Rijd,2 t/m 54,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AE,De Rijd,56 t/m 134,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AG,De Rijd,49 t/m 99,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AH,De Rijd,136 t/m 198,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AJ,Zijlroede,1 t/m 55,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AK,Zijlroede,2 t/m 56,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AL,Moezel,2 t/m 56,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AM,Moezel,1 t/m 55,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AN,De Wijmerts,2 t/m 44,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AP,De Wijmerts,1 t/m 43,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AR,De Gronzen,1 t/m 45,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AS,De Gronzen,2 t/m 50,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AT,De Welle,2 t/m 48,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AV,Krommezijl,2 t/m 34,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AW,Krommezijl,36 t/m 88,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AX,Krommezijl,90 t/m 124,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939AZ,De Welle,1 t/m 47,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BA,Het Hop,2 t/m 2,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BB,Kruisdobbe,2 t/m 10,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BC,De Leijen,1 t/m 33,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BD,De Deelen,1 t/m 30,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BE,De Fluessen,2 t/m 36,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BG,Het Wijd,1 t/m 34,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BH,Het Var,1 t/m 31,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BJ,Het Var,30 t/m 63,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BL,Het Zool,1 t/m 55,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BM,Het Zool,2 t/m 50,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BP,De Wetering,2 t/m 50,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BR,De Lits,53 t/m 79,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BS,De Boorne,1 t/m 39,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BT,De Linde,1 t/m 23,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BV,De Tjonger,1 t/m 28,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BW,De Lauwers,1 t/m 32,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BX,De Lits,1 t/m 51,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939BZ,Himpenserdyk,5 t/m 14,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939CA,De Zwemmer,1 t/m 7,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Zuiderburen,Leeuwarden,Friesland
8939CB,Glinswei,1 t/m 4,Leeuwarden,Wijk 50 Hempens/Teerns e.o. & Zuiderburen,Buitengebied Hempens,Leeuwarden,Friesland
